formula,frac_N,frac_O,frac_Ti,frac_V,frac_Zr,frac_Nb,frac_Hf,mendeleev_no,electrical_resistivity,velocity_of_sound,reflectivity,poissons_ratio,molar_volume,thermal_conductivity,boiling_point,melting_point,critical_temperature,superconduction_temperature,liquid_range,bulk_modulus,youngs_modulus,brinell_hardness,rigidity_modulus,vickers_hardness,density_of_solid,atomic_radius_calculated,van_der_waals_radius,coefficient_of_linear_thermal_expansion,enthalpy,entropy,delta,Tm,x_e,x_ch,potential_energy,deltaG,omega,VEC,YM(GPa),H(GPa)
Hf32.23 Zr5 Ti5.81 Nb4.45 V7.38 N43.5 O1.64,0.434956504,0.01639836,0.058094191,0.073792621,0.049995,0.04449555,0.322267773,73.02089791,0.45135504,2042.163784,5.427557244,0.651283872,12.92015898,14.54211775,2542.187961,1338.527917,57.97534247,1.35640376,1203.660044,61.71222878,49.84431557,701.4892511,19.48445155,774.2153785,5709.383162,1.341285871,1.901583842,0.451358495,451.571915,11.97582324,0.383258774,1338.527917,1.211318522,2.092550859,3.303869381,-3141.175057,0.035498164,4.586041396,288.5852176,25.53
Hf32.66 Zr4.15 Ti5.26 Nb4.71 V7.21 N44.88 O1.12,0.448844884,0.01120112,0.052605261,0.072107211,0.04150415,0.04710471,0.326632663,73.45434543,0.460046176,2004.690149,5.326432643,0.657366737,12.91343834,14.41533173,2511.669875,1324.830583,58.91587159,1.373312131,1186.839292,61.76267627,49.03760376,700.3310331,19.12231223,771.30043,5699.528653,1.330780078,1.896627663,0.46004957,246.6222339,11.60589071,0.386146832,1324.830583,1.220446449,2.053484631,3.27393108,-3235.144978,0.062345713,4.590459046,290.247137,26.5
Hf34.29 Zr4.12 Ti4.97 Nb4.89 V6.44 N43.98 O1.31,0.4398,0.0131,0.0497,0.0644,0.0412,0.0489,0.3429,73.0709,0.452900175,2009.15953,4.864,0.653073,12.962711,14.57640823,2559.338648,1346.95617,58.07512,1.3418882,1212.382478,62.2971,49.1436,722.1817,19.1713,794.3607,5869.26,1.345098,1.902922,0.452903583,320.9735664,11.55594874,0.384535012,1346.95617,1.215352171,2.064393667,3.279745838,-3145.811055,0.0484942,4.5793,274.0149083,24.13
Hf34.79 Zr3.83 Ti4.69 Nb4.91 V5.79 N44.86 O1.13,0.4486,0.0113,0.0469,0.0579,0.0383,0.0491,0.3479,73.3938,0.459900173,1975.01771,4.474,0.657716,12.995451,14.37258769,2537.774656,1334.69687,58.9004,1.3133892,1203.077786,61.5372,48.2076,722.8641,18.8115,794.015,5866.3145,1.337941,1.899582,0.459903519,248.6582489,11.29920612,0.387403663,1334.69687,1.224418761,2.047659932,3.272078693,-3141.103587,0.060649567,4.5782,289.476107,26.25
Hf31.41 Zr4.6 Ti5.57 Nb3.91 V8.59 N44.85 O1.08,0.448455154,0.01079892,0.055694431,0.085891411,0.0459954,0.03909609,0.314068593,73.44405559,0.459254247,2031.456454,6.153484652,0.656338366,12.85610539,14.29244257,2492.913129,1316.919073,58.80529947,1.375242276,1175.994056,61.56814319,49.6440356,686.8646135,19.37226277,754.3240676,5591.053095,1.326638336,1.8950025,0.459257676,231.9021487,11.74265736,0.385010448,1316.919073,1.216854821,2.054336174,3.271190995,-3290.89506,0.066683856,4.595040496,285.0933201,27.7
Hf32.64 Zr4.38 Ti5.26 Nb4.06 V7.88 N44.01 O1.77,0.4401,0.0177,0.0526,0.0788,0.0438,0.0406,0.3264,73.3535,0.457800173,2019.72111,5.728,0.655688,12.922096,14.31883825,2513.170876,1325.650065,58.81924,1.3484072,1187.520811,61.7016,49.3464,700.8374,19.256,768.5736,5696.5018,1.331804,1.897215,0.457803586,502.2557788,11.8089274,0.385663654,1325.650065,1.21891933,2.096588534,3.315507864,-3040.422441,0.031168393,4.5949,264.5266465,28.81
Hf34.38 Zr4.16 Ti4.91 Nb4.27 V7.07 N43.79 O1.41,0.437943794,0.01410141,0.04910491,0.070707071,0.04160416,0.04270427,0.343834383,73.03480348,0.45204538,2017.941984,5.242424242,0.652366237,12.95223022,14.45503124,2555.741238,1345.670642,57.99653965,1.317909191,1210.070596,62.28982898,49.33083308,723.0067007,19.24662466,791.5745575,5867.084008,1.344785479,1.902845285,0.452048798,360.6853633,11.56560352,0.384187219,1345.670642,1.214252945,2.070837707,3.285090652,-3108.995691,0.043149777,4.579557956,310.5422367,24.67
Hf4.42 Zr17.27 Ti22.13 Nb3.42 V4.91 N46.88 O0.98,0.468753125,0.00979902,0.221277872,0.04909509,0.172682732,0.03419658,0.04419558,74.2849715,0.478552338,2207.678412,3.945705429,0.656269373,12.66524548,13.23724586,2201.128215,1139.030377,61.1930207,1.259488651,1062.097838,43.52194781,51.21127887,402.290171,20.84611539,524.8060194,3303.394061,1.255969403,1.868172183,0.478555955,191.3562103,11.96278773,0.381870959,1139.030377,1.206932227,2.054046787,3.260979014,-3397.480108,0.071207402,4.571642836,365.0160918,32.3
Hf3.92 Zr17.2 Ti22.42 Nb2.9 V4.92 N47.27 O1.37,0.4727,0.0137,0.2242,0.0492,0.172,0.029,0.0392,74.6697,0.486400192,2187.09447,3.952,0.660932,12.68538,12.89377399,2158.948012,1117.131495,62.28636,1.2199476,1041.816517,42.4344,50.5898,391.6952,20.6176,511.446,3201.7418,1.243288,1.862611,0.486403765,345.0216732,11.87962614,0.384231485,1117.131495,1.21439285,2.075724033,3.290116883,-3218.866169,0.038464553,4.5783,373.0210994,29.91
Hf3.55 Zr17.74 Ti22.97 Nb2.64 V4.93 N46.94 O1.23,0.4694,0.0123,0.2297,0.0493,0.1774,0.0264,0.0355,74.426,0.481700195,2209.11009,3.958,0.657456,12.673568,12.91645154,2172.711844,1122.80951,61.65816,1.196758,1049.902334,42.2071,51.0415,390.9977,20.828,511.7713,3190.767,1.248899,1.865303,0.481703803,289.84274,11.77839074,0.382614384,1122.80951,1.209281879,2.06675259,3.27603447,-3243.674482,0.045627809,4.5697,408.1448219,39.22
Hf3.15 Zr17.66 Ti22.99 Nb2.23 V4.8 N47.79 O1.38,0.4779,0.0138,0.2299,0.048,0.1766,0.0223,0.0315,74.911,0.491700192,2177.97394,3.88,0.663647,12.696631,12.54901096,2125.613404,1097.976535,62.95276,1.160893,1027.636869,40.8933,50.1114,379.9969,20.4835,497.9845,3090.1496,1.234422,1.858847,0.491703736,348.378634,11.60391665,0.385614998,1097.976535,1.218765548,2.071818201,3.290583749,-3132.796362,0.036571784,4.5758,385.5172287,31.71
Hf2.85 Zr18.34 Ti23.78 Nb1.92 V5.01 N46.8 O1.3,0.468,0.013,0.2378,0.0501,0.1834,0.0192,0.0285,74.3754,0.481000197,2222.7213,4.006,0.656214,12.671668,12.70763398,2162.28428,1115.6541,61.5904,1.139782,1046.63018,41.2374,51.1888,383.9998,20.9357,503.724,3116.353,1.247619,1.865018,0.48100382,317.161038,11.57125867,0.382157748,1115.6541,1.207838646,2.068814229,3.276652875,-3154.216563,0.040703367,4.5633,360.168525,36.49
Hf3.94 Zr17.53 Ti22.72 Nb3.39 V4.44 N46.7 O1.3,0.466906619,0.012997401,0.227154569,0.044391122,0.175264947,0.033893221,0.039392122,74.33933213,0.479904213,2205.255649,3.663467307,0.656740652,12.6875175,13.15327749,2192.030614,1132.85038,61.45310938,1.235944011,1059.180234,42.83973205,51.06128774,396.8344331,20.81453709,521.0308938,3251.419416,1.253497301,1.867219556,0.479907824,317.258956,11.92563274,0.382444773,1132.85038,1.208745809,2.073279773,3.282025582,-3260.430867,0.042583377,4.571185763,373.7191761,31.54
Hf3.62 Zr17.78 Ti23.07 Nb2.91 V4.25 N47.05 O1.31,0.470547055,0.01310131,0.230723072,0.04250425,0.177817782,0.02910291,0.03620362,74.50575058,0.483648559,2196.105661,3.550255026,0.65870087,12.70194119,12.90009122,2170.454045,1120.161721,61.92485249,1.187765377,1050.292324,41.77157716,50.65936594,390.9214921,20.69316932,513.6813681,3189.107211,1.247781778,1.864783478,0.483652146,320.7531497,11.75906288,0.383612612,1120.161721,1.212436853,2.071044173,3.283481026,-3206.965715,0.04106601,4.568356836,380.083859,30.22
Hf3.21 Zr17.89 Ti23.9 Nb2.68 V4.29 N47.1 O0.93,0.471,0.0093,0.239,0.0429,0.1789,0.0268,0.0321,74.3364,0.480300197,2214.86735,3.574,0.656076,12.668522,12.90051312,2174.57242,1122.59769,61.39768,1.1686978,1051.97473,41.9002,51.1785,389.1253,20.8977,512.6702,3161.5172,1.250589,1.866233,0.480303821,170.8131974,11.56163272,0.381881955,1122.59769,1.206966982,2.044862517,3.251829499,-3297.676617,0.075983954,4.5593,377.5278573,34.79
Hf3.65 Zr17.67 Ti23.66 Nb3.37 V3.93 N46.78 O0.95,0.467753225,0.00949905,0.236576342,0.03929607,0.176682332,0.03369663,0.03649635,74.19028097,0.477252471,2216.185711,3.357764224,0.654550545,12.67492951,13.15791999,2198.102398,1135.09598,61.02175782,1.208223178,1063.006417,42.70772923,51.34926507,396.2318768,20.93940606,522.8915108,3231.751025,1.256669333,1.868822118,0.477256108,178.7963467,11.71652771,0.381238293,1135.09598,1.204932639,2.048810522,3.253743161,-3336.161967,0.074382859,4.559744026,295.6841079,37.87
Hf3.2 Zr17.75 Ti23.74 Nb2.97 V3.76 N47.01 O1.57,0.4701,0.0157,0.2374,0.0376,0.1775,0.0297,0.032,74.6051,0.485800195,2190.27811,3.256,0.65975,12.716755,12.82325999,2157.386976,1112.961365,62.26804,1.170896,1044.425611,41.3623,50.5215,385.7112,20.6447,510.1831,3136.3351,1.243928,1.863196,0.485803775,422.5105586,11.69214728,0.384235555,1112.961365,1.214405713,2.085549616,3.299955329,-3085.133626,0.030799013,4.5688,378.6417858,29.07
Hf2.9 Zr18.17 Ti23.71 Nb2.68 V3.8 N48 O0.74,0.48,0.0074,0.2371,0.038,0.1817,0.0268,0.029,74.6652,0.487400195,2188.3655,3.28,0.66056,12.694006,12.70009509,2148.29528,1106.86622,62.23264,1.149889,1041.42906,40.5761,50.2866,381.2448,20.5903,504.8295,3099.9918,1.242314,1.862474,0.487403761,94.42170384,11.33820511,0.384240878,1106.86622,1.214422537,2.027947838,3.242370375,-3307.039829,0.132913046,4.5596,335.1686396,27.9
Hf3.2 Zr17.47 Ti23.5 Nb3.46 V3.38 N48.06 O0.93,0.4806,0.0093,0.235,0.0338,0.1747,0.0346,0.032,74.8036,0.489900193,2170.89691,3.028,0.662684,12.70448,12.85296109,2146.567676,1107.83547,62.5996,1.197133,1038.732206,41.3246,50.0849,383.3969,20.4584,509.4124,3126.0666,1.239948,1.861251,0.489903742,170.1490188,11.48884749,0.385124292,1107.83547,1.217214635,2.04171768,3.258932315,-3276.505229,0.074803562,4.5676,324.946424,33.59
Hf3.01 Zr18.22 Ti24.83 Nb3.15 V3.41 N46.68 O0.71,0.466753325,0.00709929,0.248275172,0.03409659,0.182181782,0.03149685,0.03009699,73.99670033,0.473852815,2233.794351,3.04579542,0.651592841,12.66821818,13.11453471,2203.831185,1135.875032,60.5279672,1.163613439,1067.956152,42.08689131,51.68123188,392.4162584,21.11228877,521.770123,3184.484752,1.260318968,1.870743926,0.473856482,83.00938181,11.44428143,0.379843917,1135.875032,1.200525608,2.030042312,3.23056792,-3350.275048,0.156600052,4.546545345,459.1171941,28.97
Hf2.66 Zr18.03 Ti25.08 Nb2.59 V3.19 N47.18 O1.26,0.471847185,0.01260126,0.250825083,0.03190319,0.180318032,0.02590259,0.02660266,74.51085109,0.484448643,2200.727053,2.914191419,0.658028803,12.70790579,12.67758926,2151.896658,1108.551825,62.01082108,1.110053805,1043.344832,40.68976898,50.72017202,381.6059606,20.75307531,507.6592659,3075.9989,1.244365437,1.86369837,0.484452244,300.3139537,11.36026249,0.383350433,1108.551825,1.211608216,2.0622609,3.273869116,-3107.764793,0.041934248,4.554855486,369.7948789,31.84
Hf12.4 Zr12.44 Ti13.73 Nb11.19 V4.18 N44.84 O1.21,0.448444844,0.01210121,0.137313731,0.04180418,0.124412441,0.111911191,0.124012401,73.55525553,0.460546231,2148.044794,3.508250825,0.65290329,12.71383638,16.08571236,2427.101454,1270.0026,59.0040404,1.868157816,1157.098854,55.04440444,51.62356236,499.0860086,20.54575458,638.2369237,4294.490449,1.305914591,1.88770377,0.460549844,285.5772364,13.15063627,0.379706141,1270.0026,1.200090154,2.089634366,3.28972452,-3659.613644,0.05848275,4.626362636,383.6497907,33.6
Hf13.16 Zr11.91 Ti12.85 Nb11.74 V4.02 N45.41 O0.91,0.4541,0.0091,0.1285,0.0402,0.1191,0.1174,0.1316,73.6915,0.463200174,2126.92701,3.412,0.65534,12.718122,16.19087128,2429.649596,1272.389185,59.25108,1.9071258,1157.260411,55.5833,51.2054,505.2562,20.3461,644.4851,4358.4088,1.305092,1.887029,0.463203755,166.6541652,13.01962386,0.380786083,1272.389185,1.203503395,2.069020819,3.272524214,-3739.232992,0.099403628,4.6299,323.3100167,28.22
Hf14.65 Zr11.79 Ti12.3 Nb13.5 V3.94 N43.04 O0.78,0.4304,0.0078,0.123,0.0394,0.1179,0.135,0.1465,72.4855,0.438200178,2193.72694,3.364,0.640429,12.68352,17.30992456,2560.508104,1341.58756,56.08416,2.039581,1218.920544,59.4551,53.3686,538.2944,21.1177,686.9951,4670.0451,1.343516,1.903976,0.438203911,117.4085298,13.2171657,0.372339002,1341.58756,1.176805751,2.068611308,3.245417059,-3847.741179,0.151028082,4.6204,289.5667711,26.11
Hf14.86 Zr10.25 Ti10.77 Nb13.27 V3.49 N46.46 O0.89,0.464646465,0.00890089,0.107710771,0.03490349,0.102510251,0.132713271,0.148614861,74.22922292,0.47354752,2061.626473,3.094209421,0.663855386,12.75413441,16.40627781,2419.064642,1270.576808,60.54091409,2.014262226,1148.487835,56.91769177,49.93319332,516.4677468,19.73767377,656.1828183,4482.047105,1.296792679,1.882575258,0.473551004,158.4935928,12.80532513,0.385009266,1270.576808,1.216851087,2.062483095,3.279334181,-3683.103946,0.102654933,4.650065007,282.1123433,26.11
Hf15.94 Zr10.07 Ti10.32 Nb14.82 V3.54 N44.4 O0.91,0.444,0.0091,0.1032,0.0354,0.1007,0.1482,0.1594,73.2528,0.453100169,2117.86965,3.124,0.651718,12.721468,17.3646104,2525.06386,1327.37828,57.98656,2.1382202,1197.68558,60.2978,51.7973,542.0857,20.3944,689.8884,4729.2152,1.327604,1.896161,0.453103781,168.2415676,12.99329462,0.378242291,1327.37828,1.195463545,2.070440287,3.265903832,-3729.746818,0.102513412,4.6458,318.8808184,28.59
Hf11.42 Zr13.31 Ti13.83 Nb11.61 V3.96 N45.02 O0.85,0.4502,0.0085,0.1383,0.0396,0.1331,0.1161,0.1142,73.4554,0.458700177,2159.57347,3.376,0.651556,12.702525,16.2393546,2436.157272,1272.43501,58.67064,1.8975936,1163.722262,54.4398,51.7192,490.4549,20.6352,633.9118,4247.3259,1.308916,1.889092,0.458703802,142.9065928,13.03282751,0.378789973,1272.43501,1.197194538,2.066468738,3.263663275,-3766.941661,0.116043813,4.6229,338.9391715,28.76
Hf12.22 Zr12.57 Ti13.49 Nb12.22 V3.62 N44.76 O1.13,0.447555244,0.01129887,0.134886511,0.03619638,0.125687431,0.122187781,0.122187781,73.47455254,0.45885429,2146.988411,3.171782822,0.652228777,12.720028,16.40072179,2446.312965,1279.350785,58.76942306,1.930815518,1166.96218,55.42605739,51.64593541,499.1151885,20.55154485,643.8642136,4321.371763,1.310348965,1.889553045,0.458857908,253.9339348,13.09704985,0.379242272,1279.350785,1.198624062,2.084646555,3.283270618,-3675.181019,0.065984568,4.628537146,328.7903163,32.75
Hf12.82 Zr11.74 Ti11.49 Nb12.92 V3.46 N46.46 O1.11,0.4646,0.0111,0.1149,0.0346,0.1174,0.1292,0.1282,74.3196,0.475700167,2073.59481,3.076,0.6643,12.76198,16.23829566,2396.281076,1254.85041,60.87288,1.9916236,1141.430666,54.8341,49.7817,493.8141,19.7873,635.8457,4307.7134,1.29121,1.880407,0.475703648,245.187088,12.89023648,0.385466815,1254.85041,1.218297203,2.077040507,3.295337709,-3621.883856,0.065971331,4.6506,324.946424,26.78
Hf10.45 Zr13.66 Ti14.77 Nb11.73 V3.62 N44.97 O0.81,0.449655034,0.00809919,0.147685231,0.03619638,0.136586341,0.117288271,0.104489551,73.40355964,0.457754403,2170.753595,3.171782822,0.650421958,12.6909679,16.26130492,2431.901522,1269.517613,58.54084592,1.89389761,1162.383909,54.0639936,51.97570243,481.6692331,20.75612439,628.5033497,4172.465053,1.308453155,1.889106089,0.45775805,127.0368382,12.97298353,0.378019317,1269.517613,1.194758821,2.063381458,3.258140279,-3764.858222,0.129642955,4.619338066,326.5707254,28.64
Hf11.26 Zr13.01 Ti13.96 Nb12.7 V3.46 N44.42 O1.2,0.444155584,0.0119988,0.139586041,0.03459654,0.130086991,0.126987301,0.112588741,73.34856514,0.456154561,2162.764844,3.075792421,0.65030497,12.70748925,16.59403324,2454.829029,1283.309879,58.45129487,1.967207079,1171.51915,55.44875512,52.0379962,491.5464454,20.720028,640.8292171,4274.789021,1.312916708,1.890819918,0.456158208,282.0015126,13.12063989,0.378004224,1283.309879,1.194711116,2.089716066,3.284427182,-3654.190456,0.059708356,4.629737026,316.0325699,29.22
Hf12.27 Zr12.71 Ti13.33 Nb14.04 V3.44 N43.47 O0.75,0.434656534,0.00749925,0.133286671,0.03439656,0.127087291,0.140385961,0.122687731,72.68023198,0.442155963,2196.80249,3.063793621,0.642292771,12.67085291,17.33569408,2532.945797,1325.571778,56.57088291,2.073009299,1207.37402,58.09549045,53.25827417,511.9764024,21.13258674,667.3309669,4474.874913,1.335364464,1.900591941,0.442159693,105.2062353,13.12497466,0.3730424,1325.571778,1.179028894,2.064917051,3.243945945,-3832.286163,0.165371339,4.624437556,326.5388401,32.6
Hf9.33 Zr13.73 Ti14.86 Nb12.03 V3.3 N45.66 O1.09,0.4566,0.0109,0.1486,0.033,0.1373,0.1203,0.0933,73.8901,0.467500175,2142.68351,2.98,0.656585,12.708999,16.1042837,2388.076256,1246.66675,59.84056,1.9136104,1141.409506,52.9448,51.1744,463.9849,20.4582,612.3194,4038.592,1.29399,1.882646,0.467503766,237.647122,12.90216765,0.381156886,1246.66675,1.204675345,2.077728361,3.282403707,-3633.003173,0.06768314,4.6317,338.9067206,31.05
Hf10.32 Zr13.23 Ti14.33 Nb13.17 V3.31 N44.61 O1.03,0.4461,0.0103,0.1433,0.0331,0.1323,0.1317,0.1032,73.3688,0.456400176,2167.97521,2.986,0.650349,12.687271,16.71879654,2450.766056,1281.422245,58.4338,2.0045976,1169.343811,55.3887,52.1905,482.2122,20.7838,635.1871,4212.2168,1.311529,1.890262,0.456403835,215.1387082,13.03214512,0.377566578,1281.422245,1.193327905,2.07812025,3.271448154,-3694.504827,0.077622855,4.6315,344.8538069,30.86
Hf11.25 Zr12.84 Ti13.1 Nb14.33 V2.99 N44.52 O0.97,0.4452,0.0097,0.131,0.0299,0.1284,0.1433,0.1125,73.3068,0.454900174,2155.51147,2.794,0.650484,12.703115,17.09955734,2480.362512,1297.37932,58.22896,2.087009,1182.983192,56.5133,52.0308,493.2069,20.6818,649.4033,4335.0293,1.317895,1.892708,0.454903819,191.4719082,13.00545438,0.377604171,1297.37932,1.19344672,2.074575554,3.268022275,-3710.164407,0.088122627,4.6378,330.3594408,30.06
Hf15.24 Zr7.89 Ti8.47 Nb2.13 V19.44 N45.2 O1.63,0.452,0.0163,0.0847,0.1944,0.0789,0.0213,0.1524,74.2786,0.468300162,2225.75245,12.664,0.659066,12.306777,14.37200841,2272.73528,1226.55834,60.09408,1.8166012,1046.17694,61.3532,54.6656,509.2385,21.317,572.2972,4294.6981,1.26414,1.868734,0.468303866,461.4076289,12.65935082,0.377238058,1226.55834,1.192289592,2.104063877,3.296353468,-3336.397616,0.033652309,4.7003,282.815213,25.77
Hf13.63 Zr7.85 Ti8.73 Nb1.89 V19.96 N45.4 O2.55,0.453954605,0.02549745,0.087291271,0.199580042,0.078492151,0.01889811,0.136286371,74.86191381,0.479452213,2205.263124,12.97480252,0.66590241,12.31528147,14.08019659,2209.473693,1195.669433,61.75152485,1.832233177,1013.80426,60.2969703,54.10358964,484.9320068,21.09749025,546.1761824,4100.326067,1.243955604,1.859855014,0.479455871,818.181373,12.74543017,0.380069338,1195.669433,1.201238066,2.15466937,3.355907437,-3005.447679,0.018625847,4.723427657,341.5075142,34.88
Hf12.18 Zr8.2 Ti8.43 Nb1.78 V19.84 N47.08 O2.5,0.470752925,0.0249975,0.084291571,0.198380162,0.081991801,0.01779822,0.121787821,75.66173383,0.495750578,2158.648515,12.90280972,0.676182382,12.33444456,13.66505876,2135.805907,1156.348605,63.77788221,1.830957304,979.4573023,58.0129987,52.60993901,458.8647135,20.56414359,518.720128,3899.875912,1.220665933,1.849394061,0.495754132,798.9027951,12.55046823,0.384301076,1156.348605,1.214612798,2.146265182,3.36087798,-2966.237675,0.01816581,4.736926307,325.2805309,32.37
Hf15.51 Zr7.12 Ti7.61 Nb1.93 V20.13 N45.69 O2.02,0.456854315,0.02019798,0.076092391,0.201279872,0.071192881,0.01929807,0.155084492,74.74072593,0.477052452,2196.172723,13.07679232,0.665181482,12.31217378,14.17252139,2235.098414,1210.210684,61.30056994,1.836186181,1024.88773,61.46315368,54.03159684,505.4853515,21.02049795,563.39976,4266.341366,1.251087891,1.86269773,0.477056102,613.736292,12.54419427,0.379907092,1210.210684,1.200725276,2.123071891,3.323797167,-3149.521989,0.024735571,4.717828217,309.2347364,30.25
Hf14.22 Zr7.32 Ti7.63 Nb1.8 V21.04 N45.91 O2.08,0.4591,0.0208,0.0763,0.2104,0.0732,0.018,0.1422,74.91448976,0.479899906,2203.88889,13.6240211,0.666865861,12.27203123,14.13962931,2209.688719,1199.111074,61.67416587,1.875937866,1010.577645,61.31217689,54.22114206,489.8099015,21.0915137,546.7538057,4153.456403,1.243360264,1.859324114,0.479903562,638.1820055,12.49918652,0.379727857,1199.110395,1.200158791,2.124982243,3.325141033,-3111.573952,0.023485314,4.7291,293.2032516,30.96
Hf12.82 Zr7.44 Ti7.9 Nb1.66 V21.86 N45.82 O2.49,0.458245825,0.02490249,0.079007901,0.218621862,0.074407441,0.01660166,0.128212821,75.11121112,0.483148468,2211.228393,14.11731173,0.66869887,12.24270227,14.08470562,2180.324564,1186.157846,62.19739974,1.910674667,994.1667187,61.15361536,54.43514351,472.8927893,21.16741674,529.1740174,4025.607061,1.23430143,1.855421542,0.483152132,797.4981308,12.53160502,0.379703324,1186.157846,1.200081253,2.147207864,3.347289117,-2961.983375,0.018638867,4.743274327,331.1292731,29.38
Hf31.59 Zr3.9 Ti4.87 Nb3.33 V8.41 N46.19 O1.71,0.4619,0.0171,0.0487,0.0841,0.039,0.0333,0.3159,74.4131,0.479000166,1959.57609,6.046,0.669164,12.921977,13.6517854,2410.127504,1274.389275,61.45644,1.3248702,1135.738229,59.741,47.6817,675.0518,18.6039,735.6898,5477.7599,1.299741,1.882802,0.479003454,478.0821197,11.52028939,0.392579807,1274.389275,1.240778355,2.086326372,3.327104728,-2978.004697,0.030708811,4.6135,298.4035684,27.64
Hf34.07 Zr3.75 Ti5.06 Nb3.66 V7.9 N44.15 O1.42,0.441455854,0.01419858,0.050594941,0.078992101,0.03749625,0.03659634,0.340665933,73.23577642,0.455654608,2016.690231,5.739526047,0.654505549,12.91993001,14.24755663,2526.489031,1333.397195,58.45117488,1.307443856,1193.091836,62.3919608,49.39996,716.7282272,19.24247575,780.8781122,5803.161084,1.336442356,1.899189081,0.455658024,365.0209584,11.5062407,0.38501129,1333.397195,1.216857482,2.070452987,3.287310469,-3086.851252,0.042031529,4.585441456,279.9931963,29.75
Hf34.33 Zr3.5 Ti4.57 Nb3.9 V7.02 N45.7 O0.98,0.457,0.0098,0.0457,0.0702,0.035,0.039,0.3433,73.7583,0.46680017,1966.9297,5.212,0.661919,12.955242,14.00056479,2490.72928,1313.34099,59.72168,1.2902024,1177.38829,61.1538,48.006,712.3376,18.713,776.1744,5766.7967,1.324482,1.893616,0.466803492,189.7595202,11.15455,0.389235719,1313.34099,1.230209113,2.035155235,3.265364348,-3156.605481,0.077201543,4.5858,300.289064,25.85
Hf33.32 Zr3.77 Ti4.7 Nb3.2 V8.81 N44.82 O1.38,0.4482,0.0138,0.047,0.0881,0.0377,0.032,0.3332,73.5715,0.462000171,2007.76902,6.286,0.658539,12.89459,14.03574381,2489.184112,1315.78935,59.23432,1.3181866,1173.394762,61.8577,49.104,703.9378,19.1268,764.0939,5705.1787,1.325065,1.89409,0.462003559,349.6464405,11.44436925,0.386850529,1315.78935,1.222670537,2.066910838,3.289581376,-3083.664334,0.043067446,4.5959,282.0226677,27.27
Hf35.27 Zr3.46 Ti4.48 Nb3.31 V8.37 N43.45 O1.66,0.4345,0.0166,0.0448,0.0837,0.0346,0.0331,0.3527,73.0159,0.451100175,2025.6587,6.022,0.651908,12.928215,14.28726436,2550.43934,1346.498805,57.94916,1.2934266,1203.940535,63.2297,49.7004,731.5331,19.3368,792.1585,5917.1563,1.343693,1.902331,0.451103608,459.555911,11.4218012,0.38382057,1346.498805,1.213094121,2.083583605,3.296677726,-2966.984449,0.033465877,4.5845,292.2923143,27.27
